,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
7718,0.365,0.443,7,-10.11,1,0.0235,0.0472,1.44e-06,0.344,0.149,93.953,audio_features,5kcsc92tGAjS0uvhDY3Mok,spotify:track:5kcsc92tGAjS0uvhDY3Mok,https://api.spotify.com/v1/tracks/5kcsc92tGAjS0uvhDY3Mok,https://api.spotify.com/v1/audio-analysis/5kcsc92tGAjS0uvhDY3Mok,271533,4
7719,0.452,0.813,9,-4.45,1,0.0319,8.31e-05,0.0381,0.274,0.539,105.757,audio_features,4t1fWWJQs5V9YErfsrDslC,spotify:track:4t1fWWJQs5V9YErfsrDslC,https://api.spotify.com/v1/tracks/4t1fWWJQs5V9YErfsrDslC,https://api.spotify.com/v1/audio-analysis/4t1fWWJQs5V9YErfsrDslC,308560,3
7720,0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,audio_features,3Ti0GdlrotgwsAVBBugv0I,spotify:track:3Ti0GdlrotgwsAVBBugv0I,https://api.spotify.com/v1/tracks/3Ti0GdlrotgwsAVBBugv0I,https://api.spotify.com/v1/audio-analysis/3Ti0GdlrotgwsAVBBugv0I,251573,4
7721,0.438,0.606,7,-6.549,1,0.0305,0.3,4.49e-06,0.0754,0.266,133.822,audio_features,3Nf8oGn1okobzjDcFCvT6n,spotify:track:3Nf8oGn1okobzjDcFCvT6n,https://api.spotify.com/v1/tracks/3Nf8oGn1okobzjDcFCvT6n,https://api.spotify.com/v1/audio-analysis/3Nf8oGn1okobzjDcFCvT6n,240760,4
7722,0.622,0.829,2,-5.548,1,0.029,0.11,0.0,0.0954,0.539,110.367,audio_features,1uzWOoJdADfstQuFtQFTUn,spotify:track:1uzWOoJdADfstQuFtQFTUn,https://api.spotify.com/v1/tracks/1uzWOoJdADfstQuFtQFTUn,https://api.spotify.com/v1/audio-analysis/1uzWOoJdADfstQuFtQFTUn,257373,4
7723,0.547,0.554,7,-11.165,1,0.0374,0.602,0.000155,0.0735,0.848,91.386,audio_features,4RixtPhUXlci9ad4qIMj23,spotify:track:4RixtPhUXlci9ad4qIMj23,https://api.spotify.com/v1/tracks/4RixtPhUXlci9ad4qIMj23,https://api.spotify.com/v1/audio-analysis/4RixtPhUXlci9ad4qIMj23,297867,4
7724,0.7,0.687,2,-9.292,1,0.0504,0.503,1.2e-05,0.057,0.815,136.028,audio_features,5L9fLNHSj5SuGvJRljdWJb,spotify:track:5L9fLNHSj5SuGvJRljdWJb,https://api.spotify.com/v1/tracks/5L9fLNHSj5SuGvJRljdWJb,https://api.spotify.com/v1/audio-analysis/5L9fLNHSj5SuGvJRljdWJb,437693,4
7725,0.703,0.666,7,-8.901,0,0.0356,0.587,5.11e-06,0.0924,0.943,98.214,audio_features,5yDC62x6y5vZc32PzULCeU,spotify:track:5yDC62x6y5vZc32PzULCeU,https://api.spotify.com/v1/tracks/5yDC62x6y5vZc32PzULCeU,https://api.spotify.com/v1/audio-analysis/5yDC62x6y5vZc32PzULCeU,435800,4
7726,0.229,0.327,7,-14.188,1,0.0432,0.707,0.0014,0.0654,0.122,146.384,audio_features,20UvuxJ3vf2aDJjaNpgZZt,spotify:track:20UvuxJ3vf2aDJjaNpgZZt,https://api.spotify.com/v1/tracks/20UvuxJ3vf2aDJjaNpgZZt,https://api.spotify.com/v1/audio-analysis/20UvuxJ3vf2aDJjaNpgZZt,87733,4
7727,0.516,0.757,2,-9.404,1,0.0551,0.289,7.21e-06,0.367,0.711,124.061,audio_features,41Vl2OoM83VVe0eePpsgUf,spotify:track:41Vl2OoM83VVe0eePpsgUf,https://api.spotify.com/v1/tracks/41Vl2OoM83VVe0eePpsgUf,https://api.spotify.com/v1/audio-analysis/41Vl2OoM83VVe0eePpsgUf,397533,4
7728,0.507,0.568,2,-10.229,1,0.0483,0.625,5.98e-05,0.069,0.781,154.883,audio_features,2UtsLJy1O0OFkCgjJGPGfe,spotify:track:2UtsLJy1O0OFkCgjJGPGfe,https://api.spotify.com/v1/tracks/2UtsLJy1O0OFkCgjJGPGfe,https://api.spotify.com/v1/audio-analysis/2UtsLJy1O0OFkCgjJGPGfe,424573,4
7729,0.623,0.734,0,-12.254,0,0.0496,0.571,5.39e-06,0.213,0.874,107.187,audio_features,307KPUfJ7GREExZZlzTRUc,spotify:track:307KPUfJ7GREExZZlzTRUc,https://api.spotify.com/v1/tracks/307KPUfJ7GREExZZlzTRUc,https://api.spotify.com/v1/audio-analysis/307KPUfJ7GREExZZlzTRUc,126760,4
7730,0.637,0.774,7,-9.327,1,0.056,0.522,0.0001,0.0901,0.731,121.108,audio_features,6f3C6rJo7zvmfr1h5SRvxg,spotify:track:6f3C6rJo7zvmfr1h5SRvxg,https://api.spotify.com/v1/tracks/6f3C6rJo7zvmfr1h5SRvxg,https://api.spotify.com/v1/audio-analysis/6f3C6rJo7zvmfr1h5SRvxg,381707,4
7731,0.658,0.877,7,-5.44,1,0.135,0.269,0.0,0.311,0.8,101.216,audio_features,1WX7IIJnUgpDaweRefaih0,spotify:track:1WX7IIJnUgpDaweRefaih0,https://api.spotify.com/v1/tracks/1WX7IIJnUgpDaweRefaih0,https://api.spotify.com/v1/audio-analysis/1WX7IIJnUgpDaweRefaih0,240613,4
7732,0.59,0.875,5,-5.294,1,0.171,0.45,1.16e-05,0.164,0.737,96.915,audio_features,1uzkWkIaWaxzHJgJ4Fy5rO,spotify:track:1uzkWkIaWaxzHJgJ4Fy5rO,https://api.spotify.com/v1/tracks/1uzkWkIaWaxzHJgJ4Fy5rO,https://api.spotify.com/v1/audio-analysis/1uzkWkIaWaxzHJgJ4Fy5rO,408133,4
7733,0.451,0.763,1,-5.911,1,0.106,0.524,0.000198,0.127,0.663,92.266,audio_features,0eGtFJBfYUKF2CvNZJEu3M,spotify:track:0eGtFJBfYUKF2CvNZJEu3M,https://api.spotify.com/v1/tracks/0eGtFJBfYUKF2CvNZJEu3M,https://api.spotify.com/v1/audio-analysis/0eGtFJBfYUKF2CvNZJEu3M,471947,4
7734,0.78,0.738,5,-12.593,0,0.0794,0.0439,0.0,0.0859,0.617,126.902,audio_features,57V7Fo4iocHEMJcf7Upt0M,spotify:track:57V7Fo4iocHEMJcf7Upt0M,https://api.spotify.com/v1/tracks/57V7Fo4iocHEMJcf7Upt0M,https://api.spotify.com/v1/audio-analysis/57V7Fo4iocHEMJcf7Upt0M,399599,4
7735,0.752,0.613,2,-12.95,0,0.0739,0.0404,4.86e-06,0.328,0.496,110.022,audio_features,4A15QHUraE6rrP0Co6S3lG,spotify:track:4A15QHUraE6rrP0Co6S3lG,https://api.spotify.com/v1/tracks/4A15QHUraE6rrP0Co6S3lG,https://api.spotify.com/v1/audio-analysis/4A15QHUraE6rrP0Co6S3lG,434301,4
7736,0.757,0.575,2,-13.634,1,0.14,0.107,2.81e-06,0.197,0.735,114.694,audio_features,5cdr8sKWIwm1XfM8KiPm1W,spotify:track:5cdr8sKWIwm1XfM8KiPm1W,https://api.spotify.com/v1/tracks/5cdr8sKWIwm1XfM8KiPm1W,https://api.spotify.com/v1/audio-analysis/5cdr8sKWIwm1XfM8KiPm1W,512320,4
7737,0.509,0.657,6,-13.381,0,0.0595,0.399,0.000391,0.147,0.796,156.012,audio_features,6gE55TrGcfgqu2HMOdTeM5,spotify:track:6gE55TrGcfgqu2HMOdTeM5,https://api.spotify.com/v1/tracks/6gE55TrGcfgqu2HMOdTeM5,https://api.spotify.com/v1/audio-analysis/6gE55TrGcfgqu2HMOdTeM5,340160,4
7738,0.581,0.604,6,-9.452,0,0.0353,0.311,4.83e-06,0.335,0.798,91.475,audio_features,2PfTtvHJHuJhFkEvFZ7jSI,spotify:track:2PfTtvHJHuJhFkEvFZ7jSI,https://api.spotify.com/v1/tracks/2PfTtvHJHuJhFkEvFZ7jSI,https://api.spotify.com/v1/audio-analysis/2PfTtvHJHuJhFkEvFZ7jSI,305827,4
7739,0.804,0.726,0,-10.335,0,0.0521,0.455,0.000184,0.0819,0.856,116.071,audio_features,6bqIRqzCCAv0wocLlsj2xQ,spotify:track:6bqIRqzCCAv0wocLlsj2xQ,https://api.spotify.com/v1/tracks/6bqIRqzCCAv0wocLlsj2xQ,https://api.spotify.com/v1/audio-analysis/6bqIRqzCCAv0wocLlsj2xQ,272483,4
7740,0.786,0.579,2,-14.913,1,0.142,0.186,0.0,0.118,0.481,90.012,audio_features,7ltsfuHdqTZ5LwPpDy1q0v,spotify:track:7ltsfuHdqTZ5LwPpDy1q0v,https://api.spotify.com/v1/tracks/7ltsfuHdqTZ5LwPpDy1q0v,https://api.spotify.com/v1/audio-analysis/7ltsfuHdqTZ5LwPpDy1q0v,416613,4
7741,0.606,0.499,7,-11.117,0,0.053,0.571,4.86e-06,0.122,0.857,114.708,audio_features,6IyQKayBc5dwhaqTNrfNfu,spotify:track:6IyQKayBc5dwhaqTNrfNfu,https://api.spotify.com/v1/tracks/6IyQKayBc5dwhaqTNrfNfu,https://api.spotify.com/v1/audio-analysis/6IyQKayBc5dwhaqTNrfNfu,270093,4
7742,0.569,0.827,2,-7.586,0,0.11,0.777,2.8e-06,0.37,0.882,98.4,audio_features,6fAd7h8Jt3Hsf764rn7kEV,spotify:track:6fAd7h8Jt3Hsf764rn7kEV,https://api.spotify.com/v1/tracks/6fAd7h8Jt3Hsf764rn7kEV,https://api.spotify.com/v1/audio-analysis/6fAd7h8Jt3Hsf764rn7kEV,286695,4
7743,0.499,0.472,4,-12.879,0,0.0655,0.689,1.75e-05,0.383,0.812,97.17,audio_features,4SvP7qAGSZxkHIgyLAWgUk,spotify:track:4SvP7qAGSZxkHIgyLAWgUk,https://api.spotify.com/v1/tracks/4SvP7qAGSZxkHIgyLAWgUk,https://api.spotify.com/v1/audio-analysis/4SvP7qAGSZxkHIgyLAWgUk,401200,4
7744,0.665,0.908,2,-4.804,1,0.188,0.0504,0.0,0.0798,0.691,98.808,audio_features,7CdABTaND3EW5cETakiBD3,spotify:track:7CdABTaND3EW5cETakiBD3,https://api.spotify.com/v1/tracks/7CdABTaND3EW5cETakiBD3,https://api.spotify.com/v1/audio-analysis/7CdABTaND3EW5cETakiBD3,408920,4
7745,0.532,0.529,0,-8.402,1,0.0352,0.334,0.000144,0.078,0.295,81.989,audio_features,251PNRmJU9KcUnFQAB5t6I,spotify:track:251PNRmJU9KcUnFQAB5t6I,https://api.spotify.com/v1/tracks/251PNRmJU9KcUnFQAB5t6I,https://api.spotify.com/v1/audio-analysis/251PNRmJU9KcUnFQAB5t6I,321240,4
7746,0.815,0.833,7,-6.117,0,0.0769,0.0297,2e-05,0.33,0.563,99.989,audio_features,7Czm0vv2sYL5z4P51KY66e,spotify:track:7Czm0vv2sYL5z4P51KY66e,https://api.spotify.com/v1/tracks/7Czm0vv2sYL5z4P51KY66e,https://api.spotify.com/v1/audio-analysis/7Czm0vv2sYL5z4P51KY66e,366853,4
7747,0.718,0.802,11,-11.107,0,0.0426,0.0735,2.11e-05,0.222,0.558,126.906,audio_features,6CBSMWAZVUnNe7dyB5PNNL,spotify:track:6CBSMWAZVUnNe7dyB5PNNL,https://api.spotify.com/v1/tracks/6CBSMWAZVUnNe7dyB5PNNL,https://api.spotify.com/v1/audio-analysis/6CBSMWAZVUnNe7dyB5PNNL,361320,4
7748,0.807,0.715,4,-6.034,1,0.0833,0.244,1.35e-05,0.0943,0.468,130.936,audio_features,1gZWlVCnwSq9y91hIvkUiB,spotify:track:1gZWlVCnwSq9y91hIvkUiB,https://api.spotify.com/v1/tracks/1gZWlVCnwSq9y91hIvkUiB,https://api.spotify.com/v1/audio-analysis/1gZWlVCnwSq9y91hIvkUiB,355960,4
7749,0.643,0.43,5,-11.978,0,0.0331,0.379,1.34e-05,0.17,0.565,89.92,audio_features,7LAwdDzta1roB9n4GuVpzG,spotify:track:7LAwdDzta1roB9n4GuVpzG,https://api.spotify.com/v1/tracks/7LAwdDzta1roB9n4GuVpzG,https://api.spotify.com/v1/audio-analysis/7LAwdDzta1roB9n4GuVpzG,250920,4
7750,0.728,0.662,4,-8.275,0,0.0466,0.32,1.6e-05,0.0574,0.616,95.949,audio_features,5TrerENZycCYkiLKKy6QLq,spotify:track:5TrerENZycCYkiLKKy6QLq,https://api.spotify.com/v1/tracks/5TrerENZycCYkiLKKy6QLq,https://api.spotify.com/v1/audio-analysis/5TrerENZycCYkiLKKy6QLq,379840,4
7751,0.597,0.589,11,-12.784,0,0.0342,0.616,0.000957,0.225,0.845,79.804,audio_features,2Fy7dPx4G0WRC1Iv0p5tV9,spotify:track:2Fy7dPx4G0WRC1Iv0p5tV9,https://api.spotify.com/v1/tracks/2Fy7dPx4G0WRC1Iv0p5tV9,https://api.spotify.com/v1/audio-analysis/2Fy7dPx4G0WRC1Iv0p5tV9,485067,4
7752,0.655,0.858,9,-7.67,1,0.0621,0.0846,0.0355,0.0454,0.837,130.608,audio_features,1kNRT6BC7rbZmwlozMk86v,spotify:track:1kNRT6BC7rbZmwlozMk86v,https://api.spotify.com/v1/tracks/1kNRT6BC7rbZmwlozMk86v,https://api.spotify.com/v1/audio-analysis/1kNRT6BC7rbZmwlozMk86v,423667,4
7753,0.515,0.519,9,-11.197,1,0.0397,0.323,0.000657,0.0566,0.582,89.499,audio_features,0zX7Zcf1ijrwrhT65pcdb8,spotify:track:0zX7Zcf1ijrwrhT65pcdb8,https://api.spotify.com/v1/tracks/0zX7Zcf1ijrwrhT65pcdb8,https://api.spotify.com/v1/audio-analysis/0zX7Zcf1ijrwrhT65pcdb8,383213,4
7754,0.735,0.789,5,-13.124,0,0.114,0.0217,0.000132,0.0932,0.243,130.089,audio_features,4aopxW7K2VA50uMg3Cda3c,spotify:track:4aopxW7K2VA50uMg3Cda3c,https://api.spotify.com/v1/tracks/4aopxW7K2VA50uMg3Cda3c,https://api.spotify.com/v1/audio-analysis/4aopxW7K2VA50uMg3Cda3c,326000,4
7755,0.707,0.799,2,-10.42,1,0.0807,0.463,7.08e-05,0.378,0.804,99.76,audio_features,6oHNgSch467ChjJwSMlIsw,spotify:track:6oHNgSch467ChjJwSMlIsw,https://api.spotify.com/v1/tracks/6oHNgSch467ChjJwSMlIsw,https://api.spotify.com/v1/audio-analysis/6oHNgSch467ChjJwSMlIsw,367000,3
7756,0.641,0.5,4,-13.234,1,0.0608,0.23,0.0,0.0656,0.805,85.96,audio_features,5qG6jYnBmGMdKS1WiZBgj5,spotify:track:5qG6jYnBmGMdKS1WiZBgj5,https://api.spotify.com/v1/tracks/5qG6jYnBmGMdKS1WiZBgj5,https://api.spotify.com/v1/audio-analysis/5qG6jYnBmGMdKS1WiZBgj5,420467,4
7757,0.703,0.584,11,-12.397,0,0.0409,0.274,0.0,0.161,0.849,119.749,audio_features,3Uwcyve5afWP54jgN0B5cy,spotify:track:3Uwcyve5afWP54jgN0B5cy,https://api.spotify.com/v1/tracks/3Uwcyve5afWP54jgN0B5cy,https://api.spotify.com/v1/audio-analysis/3Uwcyve5afWP54jgN0B5cy,316000,4
7758,0.405,0.762,8,-9.49,1,0.0629,0.488,2.21e-06,0.157,0.721,129.704,audio_features,65h2eopwR8tXvqtdSjy3dK,spotify:track:65h2eopwR8tXvqtdSjy3dK,https://api.spotify.com/v1/tracks/65h2eopwR8tXvqtdSjy3dK,https://api.spotify.com/v1/audio-analysis/65h2eopwR8tXvqtdSjy3dK,275840,4
7759,0.57,0.498,7,-10.864,0,0.0537,0.76,8.09e-06,0.095,0.39,143.844,audio_features,7ynyU7I8T6aWEaKIOrKTxE,spotify:track:7ynyU7I8T6aWEaKIOrKTxE,https://api.spotify.com/v1/tracks/7ynyU7I8T6aWEaKIOrKTxE,https://api.spotify.com/v1/audio-analysis/7ynyU7I8T6aWEaKIOrKTxE,281000,4
7760,0.595,0.366,2,-11.196,0,0.028,0.74,2.68e-06,0.139,0.307,94.989,audio_features,0dtjz0Q9N9VJl6TAb5kYjc,spotify:track:0dtjz0Q9N9VJl6TAb5kYjc,https://api.spotify.com/v1/tracks/0dtjz0Q9N9VJl6TAb5kYjc,https://api.spotify.com/v1/audio-analysis/0dtjz0Q9N9VJl6TAb5kYjc,315000,4
7761,0.651,0.814,0,-11.641,1,0.0403,0.241,0.00191,0.239,0.931,85.962,audio_features,3OM4x9rY9JqrqizjABwaxA,spotify:track:3OM4x9rY9JqrqizjABwaxA,https://api.spotify.com/v1/tracks/3OM4x9rY9JqrqizjABwaxA,https://api.spotify.com/v1/audio-analysis/3OM4x9rY9JqrqizjABwaxA,255000,4
7762,0.818,0.671,2,-10.848,1,0.0604,0.258,3.02e-06,0.0568,0.9,100.908,audio_features,6ZtVLU3ljjaMdcSRXuqc7r,spotify:track:6ZtVLU3ljjaMdcSRXuqc7r,https://api.spotify.com/v1/tracks/6ZtVLU3ljjaMdcSRXuqc7r,https://api.spotify.com/v1/audio-analysis/6ZtVLU3ljjaMdcSRXuqc7r,283000,4
7763,0.602,0.879,10,-11.532,0,0.24,0.0322,0.000698,0.14,0.209,129.808,audio_features,1uw57i7LpbGMfeQs0hJ7Hn,spotify:track:1uw57i7LpbGMfeQs0hJ7Hn,https://api.spotify.com/v1/tracks/1uw57i7LpbGMfeQs0hJ7Hn,https://api.spotify.com/v1/audio-analysis/1uw57i7LpbGMfeQs0hJ7Hn,407720,4
7764,0.853,0.784,8,-6.08,1,0.0621,0.29,0.0,0.0589,0.785,106.045,audio_features,6SDH3mp9sQCNJDfDDpQTTo,spotify:track:6SDH3mp9sQCNJDfDDpQTTo,https://api.spotify.com/v1/tracks/6SDH3mp9sQCNJDfDDpQTTo,https://api.spotify.com/v1/audio-analysis/6SDH3mp9sQCNJDfDDpQTTo,343613,4
7765,0.765,0.831,1,-6.792,1,0.109,0.103,0.0,0.0649,0.837,99.146,audio_features,4a3AzCVuHiiXN6PmxpNegB,spotify:track:4a3AzCVuHiiXN6PmxpNegB,https://api.spotify.com/v1/tracks/4a3AzCVuHiiXN6PmxpNegB,https://api.spotify.com/v1/audio-analysis/4a3AzCVuHiiXN6PmxpNegB,283760,4
7766,0.489,0.575,7,-11.64,0,0.047,0.533,7.64e-06,0.238,0.579,100.212,audio_features,7jV2zwwRKvHoLA8WFr3SCN,spotify:track:7jV2zwwRKvHoLA8WFr3SCN,https://api.spotify.com/v1/tracks/7jV2zwwRKvHoLA8WFr3SCN,https://api.spotify.com/v1/audio-analysis/7jV2zwwRKvHoLA8WFr3SCN,349827,4
7767,0.623,0.749,11,-10.703,0,0.0697,0.694,0.000573,0.116,0.903,106.205,audio_features,619BqiArColRhmckgCGoG3,spotify:track:619BqiArColRhmckgCGoG3,https://api.spotify.com/v1/tracks/619BqiArColRhmckgCGoG3,https://api.spotify.com/v1/audio-analysis/619BqiArColRhmckgCGoG3,312333,4
7768,0.603,0.675,2,-11.04,0,0.0439,0.428,4.41e-06,0.0893,0.533,104.946,audio_features,2a6KORoGUKwI8Cr0DwOX2l,spotify:track:2a6KORoGUKwI8Cr0DwOX2l,https://api.spotify.com/v1/tracks/2a6KORoGUKwI8Cr0DwOX2l,https://api.spotify.com/v1/audio-analysis/2a6KORoGUKwI8Cr0DwOX2l,282000,4
7769,0.605,0.41,5,-11.503,0,0.0277,0.332,1.02e-06,0.113,0.373,114.075,audio_features,4DG6Mk9j4qyShC9pwz0Ml1,spotify:track:4DG6Mk9j4qyShC9pwz0Ml1,https://api.spotify.com/v1/tracks/4DG6Mk9j4qyShC9pwz0Ml1,https://api.spotify.com/v1/audio-analysis/4DG6Mk9j4qyShC9pwz0Ml1,298000,4
7770,0.614,0.567,5,-12.373,0,0.0646,0.164,0.00287,0.118,0.652,115.877,audio_features,2Oc9NmC48aBOUCdKq066oU,spotify:track:2Oc9NmC48aBOUCdKq066oU,https://api.spotify.com/v1/tracks/2Oc9NmC48aBOUCdKq066oU,https://api.spotify.com/v1/audio-analysis/2Oc9NmC48aBOUCdKq066oU,375840,4
7771,0.719,0.931,1,-5.153,0,0.046,0.142,1.04e-06,0.339,0.944,100.084,audio_features,20tJvBAqgF3sCXxb7FEjwT,spotify:track:20tJvBAqgF3sCXxb7FEjwT,https://api.spotify.com/v1/tracks/20tJvBAqgF3sCXxb7FEjwT,https://api.spotify.com/v1/audio-analysis/20tJvBAqgF3sCXxb7FEjwT,257880,4
7772,0.741,0.573,2,-9.72,1,0.0396,0.556,1.03e-05,0.051,0.911,145.894,audio_features,2ieJ1et5PseCi3LOGxmHmb,spotify:track:2ieJ1et5PseCi3LOGxmHmb,https://api.spotify.com/v1/tracks/2ieJ1et5PseCi3LOGxmHmb,https://api.spotify.com/v1/audio-analysis/2ieJ1et5PseCi3LOGxmHmb,355400,4
7773,0.645,0.908,11,-4.682,0,0.0997,0.421,1.6e-06,0.381,0.877,104.233,audio_features,0IYpKZhCeoXB85BslBg3q5,spotify:track:0IYpKZhCeoXB85BslBg3q5,https://api.spotify.com/v1/tracks/0IYpKZhCeoXB85BslBg3q5,https://api.spotify.com/v1/audio-analysis/0IYpKZhCeoXB85BslBg3q5,327227,4
7774,0.535,0.727,5,-4.532,0,0.0442,0.768,3.86e-05,0.0713,0.621,98.23,audio_features,6ttvgWnBAt72SIojbcnlKn,spotify:track:6ttvgWnBAt72SIojbcnlKn,https://api.spotify.com/v1/tracks/6ttvgWnBAt72SIojbcnlKn,https://api.spotify.com/v1/audio-analysis/6ttvgWnBAt72SIojbcnlKn,373800,4
7775,0.651,0.552,8,-10.108,0,0.0337,0.446,0.00309,0.0667,0.621,108.071,audio_features,0zQwQ5Fx6wYCM2HhTcd8E3,spotify:track:0zQwQ5Fx6wYCM2HhTcd8E3,https://api.spotify.com/v1/tracks/0zQwQ5Fx6wYCM2HhTcd8E3,https://api.spotify.com/v1/audio-analysis/0zQwQ5Fx6wYCM2HhTcd8E3,267733,4
7776,0.365,0.407,5,-10.352,1,0.0424,0.752,0.00129,0.212,0.464,149.161,audio_features,4uXShFWajd1PTQzlW3P4jj,spotify:track:4uXShFWajd1PTQzlW3P4jj,https://api.spotify.com/v1/tracks/4uXShFWajd1PTQzlW3P4jj,https://api.spotify.com/v1/audio-analysis/4uXShFWajd1PTQzlW3P4jj,483920,4
7777,0.525,0.448,2,-10.365,0,0.0391,0.572,1.51e-05,0.107,0.356,81.131,audio_features,2ILhVeTkbDAYEvesCCBsNo,spotify:track:2ILhVeTkbDAYEvesCCBsNo,https://api.spotify.com/v1/tracks/2ILhVeTkbDAYEvesCCBsNo,https://api.spotify.com/v1/audio-analysis/2ILhVeTkbDAYEvesCCBsNo,347453,4
7778,0.606,0.553,0,-12.537,0,0.0764,0.682,6.93e-05,0.191,0.868,130.657,audio_features,4AfLtSXcvG8AkfQjDR0gJ1,spotify:track:4AfLtSXcvG8AkfQjDR0gJ1,https://api.spotify.com/v1/tracks/4AfLtSXcvG8AkfQjDR0gJ1,https://api.spotify.com/v1/audio-analysis/4AfLtSXcvG8AkfQjDR0gJ1,353693,4
7779,0.803,0.629,7,-11.419,1,0.126,0.0202,0.0,0.0766,0.697,89.984,audio_features,1WLsb0EkSN2X6wBv5vr4ps,spotify:track:1WLsb0EkSN2X6wBv5vr4ps,https://api.spotify.com/v1/tracks/1WLsb0EkSN2X6wBv5vr4ps,https://api.spotify.com/v1/audio-analysis/1WLsb0EkSN2X6wBv5vr4ps,378111,4
7780,0.797,0.629,11,-12.822,1,0.113,0.225,0.0209,0.12,0.778,91.038,audio_features,3M5rhWh3kGIie1vd8PU1IK,spotify:track:3M5rhWh3kGIie1vd8PU1IK,https://api.spotify.com/v1/tracks/3M5rhWh3kGIie1vd8PU1IK,https://api.spotify.com/v1/audio-analysis/3M5rhWh3kGIie1vd8PU1IK,358000,4
7781,0.572,0.622,5,-8.431,1,0.0383,0.795,1.52e-05,0.105,0.725,143.834,audio_features,2oBSn18iPMom9cY5dDVwQZ,spotify:track:2oBSn18iPMom9cY5dDVwQZ,https://api.spotify.com/v1/tracks/2oBSn18iPMom9cY5dDVwQZ,https://api.spotify.com/v1/audio-analysis/2oBSn18iPMom9cY5dDVwQZ,305493,4
7782,0.697,0.746,7,-12.137,1,0.0706,0.303,0.0,0.0764,0.755,124.912,audio_features,56YqfdG8e9xMLUTzXx913z,spotify:track:56YqfdG8e9xMLUTzXx913z,https://api.spotify.com/v1/tracks/56YqfdG8e9xMLUTzXx913z,https://api.spotify.com/v1/audio-analysis/56YqfdG8e9xMLUTzXx913z,356840,4
7783,0.683,0.964,8,-8.513,0,0.134,0.0345,3.17e-05,0.345,0.703,134.936,audio_features,57hFRearUU3awog69qeSOX,spotify:track:57hFRearUU3awog69qeSOX,https://api.spotify.com/v1/tracks/57hFRearUU3awog69qeSOX,https://api.spotify.com/v1/audio-analysis/57hFRearUU3awog69qeSOX,276240,4
7784,0.646,0.944,5,-6.366,0,0.212,0.039,5.48e-06,0.0645,0.666,126.906,audio_features,0MqSxYSUh87DUym76Yrhs9,spotify:track:0MqSxYSUh87DUym76Yrhs9,https://api.spotify.com/v1/tracks/0MqSxYSUh87DUym76Yrhs9,https://api.spotify.com/v1/audio-analysis/0MqSxYSUh87DUym76Yrhs9,297947,4
7785,0.682,0.938,9,-7.638,1,0.125,0.534,0.000806,0.517,0.774,93.019,audio_features,2vF6Cj8tt9fof5YSEkHnmt,spotify:track:2vF6Cj8tt9fof5YSEkHnmt,https://api.spotify.com/v1/tracks/2vF6Cj8tt9fof5YSEkHnmt,https://api.spotify.com/v1/audio-analysis/2vF6Cj8tt9fof5YSEkHnmt,345720,4
7786,0.718,0.919,6,-7.044,1,0.162,0.517,2.85e-05,0.0642,0.876,140.913,audio_features,6AAaWxqIiFhgZIkBVMjCpq,spotify:track:6AAaWxqIiFhgZIkBVMjCpq,https://api.spotify.com/v1/tracks/6AAaWxqIiFhgZIkBVMjCpq,https://api.spotify.com/v1/audio-analysis/6AAaWxqIiFhgZIkBVMjCpq,400613,4
7787,0.77,0.932,3,-7.247,0,0.152,0.423,6.22e-05,0.0542,0.829,131.907,audio_features,4v1OZb7fGFOxCHVlLabjnZ,spotify:track:4v1OZb7fGFOxCHVlLabjnZ,https://api.spotify.com/v1/tracks/4v1OZb7fGFOxCHVlLabjnZ,https://api.spotify.com/v1/audio-analysis/4v1OZb7fGFOxCHVlLabjnZ,343773,4
7788,0.718,0.865,6,-7.629,0,0.188,0.564,0.0,0.331,0.864,99.69,audio_features,5chFOEY2SAV9eq9PgaA6R8,spotify:track:5chFOEY2SAV9eq9PgaA6R8,https://api.spotify.com/v1/tracks/5chFOEY2SAV9eq9PgaA6R8,https://api.spotify.com/v1/audio-analysis/5chFOEY2SAV9eq9PgaA6R8,340000,4
7789,0.388,0.405,4,-10.56,0,0.0309,0.565,2.58e-05,0.0709,0.475,80.017,audio_features,4xx4olj0y8KxA1oVXe4fBL,spotify:track:4xx4olj0y8KxA1oVXe4fBL,https://api.spotify.com/v1/tracks/4xx4olj0y8KxA1oVXe4fBL,https://api.spotify.com/v1/audio-analysis/4xx4olj0y8KxA1oVXe4fBL,415667,4
7790,0.484,0.671,4,-10.248,0,0.0371,0.52,2.35e-06,0.147,0.675,106.012,audio_features,6VZqqvxxhQaNpYaALg5j9R,spotify:track:6VZqqvxxhQaNpYaALg5j9R,https://api.spotify.com/v1/tracks/6VZqqvxxhQaNpYaALg5j9R,https://api.spotify.com/v1/audio-analysis/6VZqqvxxhQaNpYaALg5j9R,459267,4
7791,0.836,0.701,0,-10.905,1,0.082,0.109,2.69e-05,0.103,0.821,121.836,audio_features,32A5NrzxvL3gbK6NmFCiJZ,spotify:track:32A5NrzxvL3gbK6NmFCiJZ,https://api.spotify.com/v1/tracks/32A5NrzxvL3gbK6NmFCiJZ,https://api.spotify.com/v1/audio-analysis/32A5NrzxvL3gbK6NmFCiJZ,468293,4
